onset	duration	trial_type	response_time	response_accuracy	trial_no
0.0356	3.3493	angry_males	n/a	0	1
3.9543	3.3514	scrambled	n/a	0	2
9.8577	3.3523	neutral_females	n/a	1	3
14.277	3.353	neutral_females	n/a	1	4
18.214	3.352	scrambled	n/a	0	5
23.117	3.353	neutral_females	n/a	1	6
29.522	3.354	happy_males	n/a	0	7
34.925	3.355	happy_females	n/a	0	8
39.344	3.356	happy_females	n/a	1	9
45.25	3.354	happy_females	n/a	1	10
51.66	3.35	angry_males	n/a	1	11
56.574	3.356	happy_females	n/a	0	12
63.499	3.352	scrambled	n/a	0	13
68.904	3.352	happy_males	n/a	1	14
74.306	3.354	happy_females	n/a	0	15
78.727	3.354	neutral_females	n/a	0	16
83.648	3.353	neutral_females	n/a	1	17
88.569	3.352	neutral_females	n/a	0	18
94.974	3.352	neutral_females	n/a	0	19
99.394	3.356	happy_males	n/a	0	20
105.82	3.35	scrambled	n/a	0	21
109.72	3.35	angry_females	n/a	1	22
116.62	3.36	neutral_females	n/a	1	23
123.53	3.35	happy_females	n/a	1	24
128.45	3.35	neutral_females	n/a	0	25
132.87	3.35	angry_males	n/a	0	26
139.29	3.35	scrambled	n/a	0	27
144.7	3.35	happy_males	n/a	0	28
150.6	3.35	angry_females	n/a	1	29
156.0	3.36	happy_females	n/a	1	30
159.93	3.35	angry_males	n/a	0	31
163.84	3.36	happy_females	n/a	1	32
169.27	3.35	scrambled	n/a	0	33
176.17	3.35	angry_males	n/a	1	34
182.08	3.35	angry_males	n/a	1	35
186.98	3.35	happy_males	n/a	1	36
190.9	3.35	angry_females	n/a	1	37
197.31	3.35	angry_males	n/a	1	38
202.71	3.35	angry_females	n/a	1	39
208.61	3.36	happy_males	n/a	1	40
212.55	3.35	scrambled	n/a	1	41
219.45	3.36	happy_females	n/a	0	42
223.88	3.35	neutral_females	1.3336	1	43
228.3	3.35	angry_males	n/a	0	44
235.2	3.35	happy_males	n/a	0	45
239.12	3.35	neutral_females	n/a	1	46
244.04	3.35	angry_females	n/a	1	47
249.44	3.36	happy_females	n/a	0	48
254.37	3.35	angry_males	n/a	0	49
260.27	3.35	angry_females	n/a	0	50
266.18	3.35	happy_males	n/a	1	51
270.58	3.35	angry_males	n/a	0	52
276.48	3.35	happy_females	n/a	0	53
281.38	3.36	happy_females	n/a	1	54
286.81	3.35	scrambled	n/a	0	55
291.21	3.35	neutral_females	1.6657	0	56
295.65	3.35	scrambled	n/a	1	57
302.06	3.35	angry_males	n/a	0	58
306.47	3.36	happy_females	n/a	0	59
310.89	3.36	angry_females	n/a	1	60
317.8	3.35	neutral_females	n/a	1	61
322.72	3.35	angry_males	n/a	0	62
328.64	3.35	scrambled	n/a	1	63
332.56	3.35	happy_males	n/a	1	64
338.99	3.34	scrambled	n/a	1	65
343.9	3.35	angry_females	n/a	0	66
350.81	3.35	neutral_females	n/a	1	67
356.74	3.34	scrambled	n/a	0	68
362.64	3.35	happy_males	n/a	0	69
369.54	3.35	angry_females	n/a	1	70
376.46	3.35	scrambled	n/a	0	71
382.37	3.35	happy_females	n/a	1	72
386.29	3.35	angry_females	n/a	1	73
391.69	3.35	angry_females	n/a	1	74
397.09	3.36	happy_females	n/a	1	75
404.0	3.35	happy_males	n/a	0	76
410.42	3.35	scrambled	n/a	1	77
415.83	3.35	angry_females	n/a	1	78
422.24	3.34	angry_males	n/a	0	79
427.15	3.35	angry_females	n/a	0	80
433.55	3.36	happy_females	n/a	0	81
438.97	3.34	angry_males	n/a	0	82
444.89	3.34	scrambled	n/a	1	83
449.8	3.35	neutral_females	n/a	0	84
453.74	3.35	scrambled	n/a	1	85
459.65	3.35	angry_females	n/a	0	86
464.57	3.35	angry_males	n/a	1	87
470.97	3.35	neutral_females	n/a	0	88
477.88	3.35	happy_males	n/a	0	89
481.79	3.36	angry_females	n/a	0	90
486.72	3.35	angry_males	n/a	1	91
493.12	3.35	angry_females	n/a	1	92
499.53	3.35	happy_males	n/a	0	93
503.94	3.36	happy_females	n/a	0	94
507.86	3.36	happy_females	n/a	1	95
512.29	3.35	happy_males	n/a	0	96
516.21	3.35	angry_females	n/a	1	97
521.61	3.35	angry_males	n/a	1	98
528.52	3.34	neutral_females	n/a	1	99
535.42	3.35	happy_females	n/a	0	100
539.36	3.35	scrambled	n/a	0	101
544.76	3.35	happy_females	n/a	1	102
548.68	3.35	angry_females	n/a	0	103
555.1	3.35	scrambled	n/a	0	104
561.01	3.35	angry_females	n/a	1	105
565.43	3.35	neutral_females	n/a	0	106
570.35	3.35	happy_males	n/a	1	107
574.77	3.35	neutral_females	n/a	1	108
