onset	duration	trial_type	response_time	response_accuracy	trial_no
0.1149	3.3545	scrambled	n/a	1	1
6.5738	3.3507	neutral_females	n/a	1	2
13.494	3.353	scrambled	n/a	1	3
19.919	3.349	scrambled	n/a	1	4
23.822	3.349	angry_males	n/a	1	5
29.726	3.35	angry_males	n/a	0	6
34.657	3.356	happy_females	n/a	0	7
39.063	3.354	angry_females	n/a	1	8
45.987	3.352	scrambled	n/a	0	9
52.895	3.349	angry_males	n/a	0	10
58.299	3.35	angry_males	n/a	0	11
64.728	3.359	happy_males	n/a	1	12
70.138	3.353	angry_females	n/a	1	13
74.545	3.35	angry_males	n/a	1	14
80.446	3.354	angry_females	n/a	0	15
84.865	3.355	scrambled	n/a	0	16
90.789	3.352	scrambled	n/a	1	17
96.196	3.349	angry_males	n/a	1	18
102.6	3.35	angry_males	n/a	1	19
108.02	3.35	scrambled	n/a	0	20
112.43	3.34	angry_males	n/a	0	21
119.34	3.36	scrambled	n/a	1	22
123.78	3.35	neutral_females	n/a	0	23
129.7	3.36	scrambled	n/a	1	24
135.11	3.35	happy_males	n/a	0	25
139.51	3.35	angry_males	n/a	0	26
145.93	3.35	scrambled	n/a	0	27
152.34	3.35	happy_males	n/a	0	28
156.24	3.35	angry_females	n/a	1	29
160.16	3.35	scrambled	n/a	0	30
164.56	3.36	happy_females	n/a	0	31
168.97	3.35	neutral_females	n/a	1	32
173.87	3.35	happy_females	n/a	1	33
179.28	3.35	angry_males	n/a	0	34
186.18	3.35	neutral_females	n/a	1	35
193.09	3.37	neutral_females	n/a	1	36
198.01	3.35	neutral_females	n/a	1	37
204.41	3.35	neutral_females	n/a	0	38
208.32	3.35	angry_males	n/a	1	39
212.22	3.35	happy_males	2.201	0	40
216.62	3.35	neutral_females	n/a	0	41
221.53	3.35	happy_males	n/a	1	42
227.43	3.35	happy_females	n/a	1	43
231.33	3.36	happy_females	n/a	1	44
237.74	3.35	angry_males	n/a	1	45
244.65	3.35	angry_males	n/a	1	46
249.05	3.35	angry_males	n/a	0	47
255.97	3.35	scrambled	n/a	1	48
260.87	3.36	happy_males	n/a	1	49
264.8	3.35	scrambled	n/a	1	50
270.72	3.35	scrambled	n/a	0	51
277.62	3.35	happy_males	n/a	0	52
282.52	3.36	happy_males	n/a	1	53
287.43	3.35	happy_males	n/a	0	54
293.33	3.35	happy_females	n/a	1	55
298.74	3.35	angry_females	n/a	0	56
303.14	3.35	happy_females	n/a	0	57
308.04	3.36	happy_males	n/a	1	58
313.45	3.35	angry_females	n/a	0	59
320.36	3.35	angry_males	n/a	1	60
327.26	3.35	neutral_females	n/a	1	61
332.16	3.36	happy_females	n/a	1	62
337.57	3.35	angry_females	n/a	1	63
343.98	3.34	angry_males	n/a	0	64
348.88	3.35	angry_males	n/a	1	65
355.78	3.35	happy_females	n/a	0	66
360.2	3.35	scrambled	n/a	1	67
365.11	3.35	angry_females	n/a	0	68
369.01	3.35	angry_females	n/a	0	69
373.41	3.35	happy_males	n/a	0	70
377.31	3.36	happy_females	n/a	0	71
383.74	3.35	scrambled	n/a	0	72
390.14	3.35	neutral_females	n/a	0	73
396.05	3.35	neutral_females	n/a	1	74
401.45	3.35	happy_males	n/a	0	75
406.86	3.35	angry_males	n/a	1	76
410.76	3.35	happy_males	n/a	1	77
415.16	3.35	happy_males	n/a	0	78
421.57	3.35	angry_females	n/a	1	79
426.47	3.35	angry_females	n/a	1	80
430.37	3.36	happy_females	n/a	0	81
434.28	3.35	neutral_females	n/a	0	82
440.68	3.35	happy_females	n/a	1	83
445.58	3.36	happy_females	n/a	0	84
450.49	3.35	angry_females	n/a	1	85
457.4	3.35	angry_females	n/a	0	86
461.3	3.35	happy_females	n/a	0	87
468.2	3.36	happy_females	n/a	1	88
473.61	3.35	happy_males	n/a	0	89
479.51	3.35	neutral_females	n/a	0	90
483.42	3.35	happy_males	n/a	1	91
487.32	3.35	angry_females	n/a	0	92
493.22	3.36	angry_females	n/a	0	93
499.15	3.35	scrambled	n/a	1	94
505.05	3.35	neutral_females	n/a	0	95
511.46	3.35	angry_females	n/a	1	96
516.86	3.35	happy_females	n/a	1	97
522.26	3.36	happy_females	n/a	1	98
526.67	3.35	angry_males	n/a	0	99
530.59	3.35	scrambled	n/a	0	100
537.49	3.35	happy_females	n/a	0	101
542.4	3.35	happy_males	n/a	0	102
547.3	3.35	neutral_females	n/a	1	103
552.7	3.36	happy_females	n/a	0	104
559.11	3.35	angry_males	n/a	0	105
565.02	3.35	angry_females	n/a	0	106
569.42	3.35	happy_males	n/a	1	107
575.32	3.35	angry_females	n/a	1	108
