onset	duration	trial_type	response_time	response_accuracy	trial_no
0.2511	3.3529	angry_males	n/a	1	1
5.6672	3.3566	happy_males	n/a	1	2
12.577	3.352	happy_females	n/a	1	3
19.48	3.356	happy_females	n/a	0	4
23.41	3.362	angry_males	n/a	1	5
28.827	3.349	angry_males	n/a	1	6
34.274	3.356	scrambled	n/a	0	7
39.197	3.353	angry_females	n/a	0	8
44.134	3.355	scrambled	n/a	0	9
50.54	3.353	neutral_females	n/a	0	10
57.446	3.353	happy_males	n/a	1	11
62.851	3.352	happy_males	n/a	0	12
66.77	3.352	happy_males	n/a	0	13
71.712	3.348	scrambled	n/a	1	14
76.131	3.35	angry_males	n/a	1	15
82.532	3.353	neutral_females	n/a	1	16
86.95	3.356	happy_females	n/a	1	17
91.372	3.353	neutral_females	n/a	0	18
96.782	3.348	angry_males	n/a	1	19
102.18	3.35	happy_females	n/a	0	20
107.59	3.35	angry_males	n/a	1	21
112.51	3.35	angry_females	n/a	1	22
117.91	3.35	angry_females	n/a	1	23
122.83	3.35	neutral_females	n/a	1	24
128.74	3.35	angry_females	n/a	1	25
135.14	3.35	angry_females	n/a	0	26
141.04	3.36	happy_females	n/a	0	27
145.98	3.35	scrambled	n/a	1	28
150.89	3.35	angry_males	n/a	1	29
157.81	3.35	scrambled	n/a	1	30
163.72	3.35	angry_males	n/a	0	31
167.63	3.36	neutral_females	n/a	1	32
172.55	3.36	happy_males	n/a	1	33
176.47	3.36	happy_males	n/a	1	34
182.88	3.35	neutral_females	n/a	0	35
188.8	3.35	scrambled	n/a	0	36
192.72	3.35	neutral_females	n/a	0	37
199.63	3.35	angry_females	n/a	1	38
206.03	3.35	neutral_females	n/a	0	39
210.45	3.35	neutral_females	n/a	0	40
216.36	3.35	neutral_females	n/a	0	41
221.27	3.36	happy_females	n/a	1	42
227.18	3.35	happy_males	n/a	1	43
231.1	3.35	neutral_females	n/a	0	44
236.02	3.35	angry_females	n/a	0	45
239.94	3.35	neutral_females	n/a	0	46
246.85	3.35	neutral_females	n/a	1	47
252.27	3.35	scrambled	n/a	1	48
258.68	3.35	angry_males	n/a	1	49
263.09	3.36	happy_males	n/a	1	50
270.0	3.35	angry_males	n/a	0	51
276.92	3.35	scrambled	n/a	0	52
280.86	3.35	scrambled	n/a	0	53
286.27	3.34	angry_males	n/a	0	54
291.18	3.35	happy_males	n/a	0	55
297.58	3.36	happy_females	n/a	0	56
301.51	3.35	angry_females	n/a	0	57
307.43	3.35	scrambled	n/a	0	58
314.33	3.36	happy_females	n/a	0	59
321.26	3.35	scrambled	n/a	1	60
326.18	3.35	neutral_females	n/a	1	61
332.1	3.35	scrambled	n/a	0	62
338.01	3.34	angry_males	n/a	1	63
342.92	3.36	neutral_females	n/a	0	64
348.33	3.35	happy_males	n/a	1	65
352.75	3.35	angry_females	n/a	0	66
357.17	3.35	angry_males	n/a	0	67
363.57	3.35	happy_females	n/a	1	68
368.49	3.36	angry_females	n/a	0	69
372.42	3.34	angry_males	n/a	1	70
376.85	3.35	scrambled	n/a	0	71
382.76	3.35	happy_males	n/a	0	72
389.16	3.35	happy_females	n/a	1	73
393.6	3.35	scrambled	n/a	0	74
399.0	3.35	angry_females	n/a	0	75
403.92	3.35	happy_males	n/a	1	76
408.32	3.36	happy_females	n/a	0	77
415.23	3.35	neutral_females	n/a	1	78
420.64	3.35	neutral_females	n/a	1	79
425.06	3.35	neutral_females	n/a	1	80
430.96	3.35	angry_males	n/a	1	81
436.37	3.34	angry_males	n/a	1	82
442.77	3.35	happy_males	n/a	1	83
446.69	3.35	angry_males	n/a	0	84
452.6	3.35	neutral_females	n/a	1	85
459.0	3.35	angry_males	n/a	0	86
463.42	3.35	angry_females	n/a	1	87
469.82	3.35	angry_females	n/a	1	88
475.75	3.36	scrambled	n/a	0	89
479.68	3.35	angry_females	n/a	0	90
485.09	3.35	angry_females	n/a	1	91
489.5	3.36	happy_females	n/a	1	92
493.43	3.35	happy_males	n/a	0	93
499.85	3.35	scrambled	n/a	0	94
506.75	3.35	neutral_females	n/a	1	95
511.67	3.36	angry_females	n/a	1	96
515.59	3.35	angry_females	n/a	0	97
519.51	3.35	happy_females	n/a	0	98
526.42	3.35	happy_females	n/a	1	99
533.35	3.36	scrambled	n/a	0	100
539.76	3.35	angry_females	n/a	0	101
546.19	3.34	scrambled	n/a	1	102
553.09	3.35	neutral_females	n/a	1	103
558.99	3.36	happy_females	n/a	0	104
563.42	3.35	angry_females	n/a	0	105
567.84	3.35	happy_males	n/a	1	106
572.26	3.35	happy_males	n/a	0	107
578.16	3.35	happy_males	n/a	0	108
