onset	duration	trial_type	response_time	response_accuracy	trial_no
0.3308	3.3722	angry_males	n/a	1	1
5.7637	3.3601	happy_males	n/a	1	2
12.672	3.357	happy_females	n/a	1	3
19.577	3.357	happy_females	n/a	0	4
23.507	3.347	angry_males	n/a	1	5
28.908	3.351	angry_males	n/a	1	6
34.344	3.352	scrambled	n/a	0	7
39.262	3.355	angry_females	n/a	0	8
44.198	3.355	scrambled	n/a	0	9
50.604	3.354	neutral_females	n/a	0	10
57.51	3.353	happy_males	n/a	1	11
62.915	3.353	happy_males	n/a	0	12
66.834	3.355	happy_males	n/a	0	13
71.776	3.35	scrambled	n/a	1	14
76.195	3.351	angry_males	n/a	1	15
82.597	3.353	neutral_females	n/a	1	16
87.014	3.357	happy_females	n/a	1	17
91.437	3.353	neutral_females	n/a	0	18
96.845	3.355	angry_males	n/a	1	19
102.24	3.36	happy_females	n/a	0	20
107.65	3.35	angry_males	n/a	1	21
112.57	3.35	angry_females	n/a	1	22
117.98	3.35	angry_females	n/a	1	23
122.9	3.35	neutral_females	n/a	1	24
128.8	3.35	angry_females	n/a	1	25
135.2	3.36	angry_females	n/a	0	26
141.11	3.35	happy_females	n/a	0	27
146.05	3.35	scrambled	0.967	1	28
150.97	3.35	angry_males	n/a	1	29
157.89	3.35	scrambled	n/a	1	30
163.8	3.35	angry_males	n/a	0	31
167.7	3.35	neutral_females	n/a	1	32
172.62	3.35	happy_males	n/a	1	33
176.54	3.35	happy_males	1.635	1	34
182.94	3.36	neutral_females	n/a	0	35
188.87	3.35	scrambled	n/a	0	36
192.78	3.36	neutral_females	n/a	0	37
199.69	3.35	angry_females	n/a	1	38
206.09	3.36	neutral_females	n/a	0	39
210.52	3.35	neutral_females	n/a	0	40
216.42	3.35	neutral_females	n/a	0	41
221.34	3.35	happy_females	n/a	1	42
227.25	3.35	happy_males	n/a	1	43
231.16	3.36	neutral_females	n/a	0	44
236.08	3.36	angry_females	n/a	0	45
240.0	3.36	neutral_females	n/a	0	46
246.91	3.35	neutral_females	n/a	1	47
252.33	3.35	scrambled	n/a	1	48
258.74	3.35	angry_males	n/a	1	49
263.16	3.35	happy_males	n/a	1	50
270.07	3.34	angry_males	n/a	0	51
276.98	3.36	scrambled	n/a	0	52
280.92	3.35	scrambled	n/a	0	53
286.33	3.35	angry_males	n/a	0	54
291.25	3.35	happy_males	n/a	0	55
297.65	3.35	happy_females	n/a	0	56
301.57	3.35	angry_females	n/a	0	57
307.5	3.34	scrambled	n/a	0	58
314.39	3.36	happy_females	n/a	0	59
321.32	3.35	scrambled	n/a	1	60
326.24	3.35	neutral_females	n/a	1	61
332.16	3.35	scrambled	n/a	0	62
338.07	3.35	angry_males	n/a	1	63
342.99	3.35	neutral_females	n/a	0	64
348.39	3.35	happy_males	n/a	1	65
352.81	3.35	angry_females	n/a	0	66
357.23	3.35	angry_males	n/a	0	67
363.63	3.36	happy_females	n/a	1	68
368.56	3.35	angry_females	n/a	0	69
372.48	3.35	angry_males	n/a	1	70
376.91	3.36	scrambled	n/a	0	71
382.82	3.35	happy_males	n/a	0	72
389.22	3.36	happy_females	n/a	1	73
393.66	3.35	scrambled	n/a	0	74
399.06	3.36	angry_females	n/a	0	75
403.99	3.35	happy_males	n/a	1	76
408.4	3.36	happy_females	n/a	0	77
415.31	3.35	neutral_females	n/a	1	78
420.72	3.35	neutral_females	n/a	1	79
425.14	3.35	neutral_females	n/a	1	80
431.04	3.35	angry_males	n/a	1	81
436.45	3.35	angry_males	n/a	1	82
442.85	3.35	happy_males	n/a	1	83
446.77	3.35	angry_males	n/a	0	84
452.67	3.36	neutral_females	n/a	1	85
459.08	3.35	angry_males	n/a	0	86
463.5	3.35	angry_females	n/a	1	87
469.9	3.36	angry_females	n/a	1	88
475.83	3.35	scrambled	n/a	0	89
479.74	3.36	angry_females	n/a	0	90
485.15	3.35	angry_females	n/a	1	91
489.57	3.35	happy_females	n/a	1	92
493.49	3.35	happy_males	n/a	0	93
499.91	3.35	scrambled	n/a	0	94
506.82	3.35	neutral_females	n/a	1	95
511.72	3.35	angry_females	n/a	1	96
515.64	3.35	angry_females	n/a	0	97
519.54	3.36	happy_females	n/a	0	98
526.45	3.35	happy_females	n/a	1	99
533.38	3.34	scrambled	n/a	0	100
539.78	3.35	angry_females	n/a	0	101
546.2	3.35	scrambled	n/a	1	102
553.1	3.35	neutral_females	n/a	1	103
559.01	3.35	happy_females	n/a	0	104
563.41	3.35	angry_females	n/a	0	105
567.83	3.35	happy_males	n/a	1	106
572.25	3.35	happy_males	n/a	0	107
578.16	3.35	happy_males	n/a	0	108
