onset	duration	trial_type	response_time	response_accuracy	trial_no
0.2376	3.4152	angry_males	n/a	1	1
5.7309	3.3596	happy_males	n/a	1	2
12.657	3.356	happy_females	n/a	1	3
19.562	3.356	happy_females	n/a	0	4
23.476	3.345	angry_males	n/a	1	5
28.875	3.35	angry_males	n/a	1	6
34.346	3.35	scrambled	n/a	0	7
39.246	3.354	angry_females	n/a	0	8
44.166	3.355	scrambled	n/a	0	9
50.611	3.348	neutral_females	n/a	0	10
57.511	3.354	happy_males	n/a	1	11
62.916	3.353	happy_males	n/a	0	12
66.82	3.352	happy_males	n/a	0	13
71.744	3.348	scrambled	n/a	1	14
76.146	3.35	angry_males	n/a	1	15
82.548	3.353	neutral_females	n/a	1	16
86.949	3.355	happy_females	n/a	1	17
91.355	3.353	neutral_females	n/a	0	18
96.763	3.347	angry_males	n/a	1	19
102.16	3.36	happy_females	2.0054	0	20
107.57	3.35	angry_males	n/a	1	21
112.47	3.35	angry_females	n/a	1	22
117.88	3.35	angry_females	n/a	1	23
122.78	3.35	neutral_females	n/a	1	24
128.68	3.36	angry_females	n/a	1	25
135.09	3.35	angry_females	n/a	0	26
140.99	3.36	happy_females	n/a	0	27
145.92	3.35	scrambled	n/a	1	28
150.82	3.35	angry_males	n/a	1	29
157.74	3.35	scrambled	n/a	1	30
163.65	3.35	angry_males	n/a	0	31
167.55	3.35	neutral_females	n/a	1	32
172.45	3.36	happy_males	2.4357	1	33
176.36	3.35	happy_males	n/a	1	34
182.76	3.35	neutral_females	n/a	0	35
188.68	3.35	scrambled	n/a	0	36
192.59	3.35	neutral_females	n/a	0	37
199.49	3.35	angry_females	n/a	1	38
205.9	3.35	neutral_females	n/a	0	39
210.3	3.35	neutral_females	n/a	0	40
216.2	3.36	neutral_females	n/a	0	41
221.11	3.35	happy_females	n/a	1	42
227.01	3.35	happy_males	n/a	1	43
230.92	3.35	neutral_females	n/a	0	44
235.82	3.35	angry_females	n/a	0	45
239.72	3.35	neutral_females	n/a	0	46
246.63	3.35	neutral_females	n/a	1	47
252.05	3.35	scrambled	n/a	1	48
258.46	3.35	angry_males	n/a	1	49
262.86	3.35	happy_males	n/a	1	50
269.77	3.35	angry_males	n/a	0	51
276.68	3.36	scrambled	n/a	0	52
280.6	3.36	scrambled	n/a	0	53
286.01	3.35	angry_males	n/a	0	54
290.91	3.36	happy_males	n/a	0	55
297.32	3.35	happy_females	n/a	0	56
301.22	3.35	angry_females	n/a	0	57
307.15	3.34	scrambled	n/a	0	58
314.05	3.35	happy_females	n/a	0	59
320.97	3.35	scrambled	n/a	1	60
325.87	3.36	neutral_females	n/a	1	61
331.79	3.36	scrambled	n/a	0	62
337.7	3.35	angry_males	n/a	1	63
342.6	3.36	neutral_females	n/a	0	64
348.01	3.35	happy_males	n/a	1	65
352.41	3.35	angry_females	n/a	0	66
356.82	3.35	angry_males	n/a	0	67
363.22	3.35	happy_females	n/a	1	68
368.12	3.36	angry_females	n/a	0	69
372.03	3.35	angry_males	n/a	1	70
376.45	3.35	scrambled	n/a	0	71
382.35	3.35	happy_males	n/a	0	72
388.76	3.35	happy_females	n/a	1	73
393.18	3.35	scrambled	n/a	0	74
398.58	3.35	angry_females	n/a	0	75
403.49	3.35	happy_males	n/a	1	76
407.89	3.35	happy_females	n/a	0	77
414.79	3.36	neutral_females	n/a	1	78
420.2	3.35	neutral_females	n/a	1	79
424.6	3.35	neutral_females	n/a	1	80
430.51	3.35	angry_males	n/a	1	81
435.92	3.34	angry_males	n/a	1	82
442.32	3.35	happy_males	n/a	1	83
446.22	3.35	angry_males	n/a	0	84
452.12	3.36	neutral_females	n/a	1	85
458.53	3.35	angry_males	n/a	0	86
462.93	3.35	angry_females	n/a	1	87
469.34	3.35	angry_females	n/a	1	88
475.26	3.35	scrambled	n/a	0	89
479.16	3.35	angry_females	n/a	0	90
484.57	3.35	angry_females	n/a	1	91
488.97	3.35	happy_females	n/a	1	92
492.87	3.35	happy_males	n/a	0	93
499.3	3.35	scrambled	n/a	0	94
506.2	3.35	neutral_females	n/a	1	95
511.1	3.36	angry_females	n/a	1	96
515.01	3.35	angry_females	n/a	0	97
518.91	3.35	happy_females	n/a	0	98
525.81	3.36	happy_females	n/a	1	99
532.74	3.35	scrambled	n/a	0	100
539.14	3.35	angry_females	n/a	0	101
545.57	3.35	scrambled	n/a	1	102
552.47	3.35	neutral_females	n/a	1	103
558.37	3.36	happy_females	1.5349	0	104
562.78	3.35	angry_females	n/a	0	105
567.18	3.35	happy_males	n/a	1	106
571.59	3.35	happy_males	n/a	0	107
577.49	3.35	happy_males	n/a	0	108
