onset	duration	trial_type	response_time	response_accuracy	trial_no
0.0519	3.3509	happy_females	n/a	1	1
6.9635	3.3615	angry_males	n/a	1	2
11.891	3.354	happy_females	n/a	1	3
16.814	3.351	happy_males	n/a	1	4
22.219	3.351	angry_females	n/a	1	5
27.137	3.353	happy_females	n/a	0	6
31.557	3.353	happy_females	n/a	0	7
37.966	3.349	happy_males	n/a	0	8
41.909	3.36	scrambled	n/a	1	9
47.323	3.35	happy_males	n/a	0	10
54.231	3.347	angry_males	n/a	1	11
58.128	3.353	happy_females	n/a	1	12
62.535	3.351	happy_males	n/a	0	13
68.458	3.348	scrambled	n/a	0	14
73.376	3.352	neutral_females	n/a	0	15
80.281	3.352	happy_males	n/a	1	16
84.701	3.352	happy_males	n/a	1	17
91.124	3.351	scrambled	n/a	0	18
97.528	3.352	angry_females	n/a	1	19
104.43	3.36	angry_females	n/a	0	20
108.85	3.36	happy_males	n/a	0	21
113.27	3.36	angry_females	n/a	1	22
119.7	3.35	scrambled	n/a	0	23
124.62	3.35	angry_females	n/a	0	24
131.02	3.35	neutral_females	n/a	1	25
136.94	3.35	scrambled	n/a	1	26
140.87	3.34	angry_males	n/a	1	27
145.78	3.35	angry_females	n/a	1	28
150.7	3.36	happy_males	n/a	1	29
155.62	3.35	happy_females	n/a	1	30
161.53	3.35	happy_females	n/a	0	31
165.95	3.35	angry_females	n/a	1	32
169.89	3.35	scrambled	n/a	1	33
174.79	3.35	neutral_females	n/a	0	34
178.71	3.35	angry_males	n/a	0	35
184.63	3.35	scrambled	n/a	0	36
188.55	3.35	angry_females	n/a	1	37
194.46	3.35	happy_males	n/a	1	38
200.36	3.35	happy_females	n/a	0	39
205.78	3.35	scrambled	n/a	1	40
210.69	3.35	neutral_females	n/a	1	41
214.62	3.35	scrambled	n/a	0	42
220.53	3.35	happy_males	n/a	0	43
224.95	3.35	angry_females	n/a	1	44
230.35	3.35	neutral_females	n/a	1	45
237.26	3.35	angry_males	n/a	0	46
244.16	3.35	happy_males	n/a	0	47
248.1	3.35	scrambled	n/a	0	48
252.53	3.36	scrambled	n/a	1	49
258.94	3.35	neutral_females	n/a	0	50
265.84	3.36	happy_females	n/a	0	51
272.25	3.35	angry_males	n/a	1	52
277.66	3.35	neutral_females	n/a	0	53
284.58	3.35	scrambled	n/a	1	54
289.5	3.35	angry_females	n/a	0	55
294.91	3.34	angry_males	n/a	0	56
301.81	3.35	happy_males	n/a	0	57
305.73	3.35	angry_females	n/a	0	58
312.14	3.34	angry_males	n/a	0	59
318.54	3.35	happy_males	n/a	1	60
325.46	3.35	scrambled	n/a	0	61
332.37	3.35	neutral_females	n/a	0	62
337.77	3.35	neutral_females	n/a	1	63
342.19	3.35	happy_males	n/a	1	64
349.1	3.35	happy_males	n/a	1	65
353.52	3.35	angry_females	n/a	0	66
357.44	3.35	angry_females	n/a	0	67
361.86	3.35	neutral_females	n/a	0	68
368.76	3.35	neutral_females	n/a	0	69
375.66	3.36	happy_females	n/a	0	70
381.07	3.35	happy_males	n/a	1	71
387.48	3.35	neutral_females	n/a	1	72
391.4	3.35	neutral_females	n/a	1	73
396.32	3.35	neutral_females	n/a	0	74
400.23	3.36	happy_females	n/a	1	75
406.64	3.35	angry_females	n/a	1	76
412.05	3.35	neutral_females	n/a	0	77
417.95	3.35	angry_females	n/a	0	78
423.36	3.36	angry_males	n/a	1	79
428.3	3.36	angry_males	n/a	1	80
433.73	3.35	scrambled	n/a	0	81
440.14	3.34	happy_males	n/a	0	82
445.05	3.36	happy_females	n/a	0	83
450.46	3.35	angry_females	1.2963	0	84
454.38	3.35	angry_males	n/a	0	85
460.29	3.38	angry_males	2.5935	0	86
466.23	3.36	angry_males	n/a	0	87
470.16	3.35	angry_males	n/a	1	88
474.58	3.35	neutral_females	0.1957	1	89
479.0	n/a	happy_females	n/a	0	90
